person_id,eType,country_node_id,Time,duration_days,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,graph,datetime,date,day_of_year,week,month,hour,edge_type,source_node_type,source_node_type_name,target_node_type,target_node_type_name
629627,6,657173,14931547,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph1,2025-06-22 19:39:07,2025-06-22,173,25,6,19,travels_to,1,person,5,country
599441,6,657173,15277147,5.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph1,2025-06-26 19:39:07,2025-06-26,177,26,6,19,travels_to,1,person,5,country
534034,6,657173,15536347,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph1,2025-06-29 19:39:07,2025-06-29,180,26,6,19,travels_to,1,person,5,country
534034,6,625756,16141147,4.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph1,2025-07-06 19:39:07,2025-07-06,187,27,7,19,travels_to,1,person,5,country
599441,6,625756,16486747,4.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph1,2025-07-10 19:39:07,2025-07-10,191,28,7,19,travels_to,1,person,5,country
585212,6,657173,16486747,5.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph1,2025-07-10 19:39:07,2025-07-10,191,28,7,19,travels_to,1,person,5,country
585212,6,625756,16832347,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph1,2025-07-14 19:39:07,2025-07-14,195,29,7,19,travels_to,1,person,5,country
599441,6,509607,18214747,4.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph1,2025-07-30 19:39:07,2025-07-30,211,31,7,19,travels_to,1,person,5,country
585212,6,509607,18214747,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph1,2025-07-30 19:39:07,2025-07-30,211,31,7,19,travels_to,1,person,5,country
534034,6,499467,18473947,5.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph1,2025-08-02 19:39:07,2025-08-02,214,31,8,19,travels_to,1,person,5,country
629627,6,499467,18646747,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph1,2025-08-04 19:39:07,2025-08-04,216,32,8,19,travels_to,1,person,5,country
585212,6,499467,18733147,5.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph1,2025-08-05 19:39:07,2025-08-05,217,32,8,19,travels_to,1,person,5,country
599441,6,499467,18819547,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph1,2025-08-06 19:39:07,2025-08-06,218,32,8,19,travels_to,1,person,5,country
538892,6,509607,20115547,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph1,2025-08-21 19:39:07,2025-08-21,233,34,8,19,travels_to,1,person,5,country
542965,6,509607,20547547,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph1,2025-08-26 19:39:07,2025-08-26,238,35,8,19,travels_to,1,person,5,country
464459,6,625756,20979547,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph1,2025-08-31 19:39:07,2025-08-31,243,35,8,19,travels_to,1,person,5,country
568093,6,625756,21152347,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph1,2025-09-02 19:39:07,2025-09-02,245,36,9,19,travels_to,1,person,5,country
572391,6,509607,21152347,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph1,2025-09-02 19:39:07,2025-09-02,245,36,9,19,travels_to,1,person,5,country
635665,6,499467,21411547,1.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph1,2025-09-05 19:39:07,2025-09-05,248,36,9,19,travels_to,1,person,5,country
635665,6,625756,21843547,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph1,2025-09-10 19:39:07,2025-09-10,253,37,9,19,travels_to,1,person,5,country
464459,6,499467,21929947,2.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph1,2025-09-11 19:39:07,2025-09-11,254,37,9,19,travels_to,1,person,5,country
568093,6,499467,22621147,2.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph1,2025-09-19 19:39:07,2025-09-19,262,38,9,19,travels_to,1,person,5,country
568093,6,561157,24608347,2.0,2.0,0.0,-22.0,91.0,33.0,-41.0,q1_graph1,2025-10-12 19:39:07,2025-10-12,285,41,10,19,travels_to,1,person,5,country
635665,6,561157,24608347,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,q1_graph1,2025-10-12 19:39:07,2025-10-12,285,41,10,19,travels_to,1,person,5,country
464459,6,561157,24953947,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,q1_graph1,2025-10-16 19:39:07,2025-10-16,289,42,10,19,travels_to,1,person,5,country
649553,6,509607,26595547,4.0,5.0,4.0,22.0,156.0,1.0,-165.0,q1_graph1,2025-11-04 19:39:07,2025-11-04,308,45,11,19,travels_to,1,person,5,country
570284,6,509607,26681947,1.0,5.0,4.0,22.0,156.0,1.0,-165.0,q1_graph1,2025-11-05 19:39:07,2025-11-05,309,45,11,19,travels_to,1,person,5,country
643925,6,625756,27545947,2.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph1,2025-11-15 19:39:07,2025-11-15,319,46,11,19,travels_to,1,person,5,country
649553,6,625756,27718747,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph1,2025-11-17 19:39:07,2025-11-17,321,47,11,19,travels_to,1,person,5,country
643925,6,509607,27977947,5.0,5.0,4.0,22.0,156.0,1.0,-165.0,q1_graph1,2025-11-20 19:39:07,2025-11-20,324,47,11,19,travels_to,1,person,5,country
570284,6,616453,29446747,5.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph1,2025-12-07 19:39:07,2025-12-07,341,49,12,19,travels_to,1,person,5,country
649553,6,616453,29533147,5.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph1,2025-12-08 19:39:07,2025-12-08,342,50,12,19,travels_to,1,person,5,country
643925,6,561157,30137947,4.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph1,2025-12-15 19:39:07,2025-12-15,349,51,12,19,travels_to,1,person,5,country
643925,6,616453,30137947,3.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph1,2025-12-15 19:39:07,2025-12-15,349,51,12,19,travels_to,1,person,5,country
570284,6,561157,30224347,2.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph1,2025-12-16 19:39:07,2025-12-16,350,51,12,19,travels_to,1,person,5,country
649553,6,561157,30224347,2.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph1,2025-12-16 19:39:07,2025-12-16,350,51,12,19,travels_to,1,person,5,country
629627,6,657173,22264074,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph2,2025-09-15 16:27:54,2025-09-15,258,38,9,16,travels_to,1,person,5,country
629627,6,625756,22350474,7.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph2,2025-09-16 16:27:54,2025-09-16,259,38,9,16,travels_to,1,person,5,country
534034,6,657173,22523274,1.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph2,2025-09-18 16:27:54,2025-09-18,261,38,9,16,travels_to,1,person,5,country
534034,6,625756,23214474,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph2,2025-09-26 16:27:54,2025-09-26,269,39,9,16,travels_to,1,person,5,country
599441,6,657173,23387274,3.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph2,2025-09-28 16:27:54,2025-09-28,271,39,9,16,travels_to,1,person,5,country
585212,6,625756,23646474,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph2,2025-10-01 16:27:54,2025-10-01,274,40,10,16,travels_to,1,person,5,country
599441,6,625756,23905674,2.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph2,2025-10-04 16:27:54,2025-10-04,277,40,10,16,travels_to,1,person,5,country
585212,6,509607,25115274,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-10-18 16:27:54,2025-10-18,291,42,10,16,travels_to,1,person,5,country
534034,6,499467,25633674,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph2,2025-10-24 16:27:54,2025-10-24,297,43,10,16,travels_to,1,person,5,country
585212,6,499467,25633674,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph2,2025-10-24 16:27:54,2025-10-24,297,43,10,16,travels_to,1,person,5,country
629627,6,499467,25720074,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph2,2025-10-25 16:27:54,2025-10-25,298,43,10,16,travels_to,1,person,5,country
534034,6,509607,25720074,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-10-25 16:27:54,2025-10-25,298,43,10,16,travels_to,1,person,5,country
599441,6,499467,25979274,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph2,2025-10-28 16:27:54,2025-10-28,301,44,10,16,travels_to,1,person,5,country
629627,6,509607,26152074,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-10-30 16:27:54,2025-10-30,303,44,10,16,travels_to,1,person,5,country
599441,6,509607,26238474,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-10-31 16:27:54,2025-10-31,304,44,10,16,travels_to,1,person,5,country
572391,6,509607,26584074,4.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-11-04 16:27:54,2025-11-04,308,45,11,16,travels_to,1,person,5,country
542965,6,509607,26756874,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-11-06 16:27:54,2025-11-06,310,45,11,16,travels_to,1,person,5,country
635665,6,625756,27793674,4.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph2,2025-11-18 16:27:54,2025-11-18,322,47,11,16,travels_to,1,person,5,country
538892,6,509607,28225674,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph2,2025-11-23 16:27:54,2025-11-23,327,47,11,16,travels_to,1,person,5,country
464459,6,625756,28312074,4.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph2,2025-11-24 16:27:54,2025-11-24,328,48,11,16,travels_to,1,person,5,country
568093,6,499467,28657674,5.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph2,2025-11-28 16:27:54,2025-11-28,332,48,11,16,travels_to,1,person,5,country
568093,6,625756,29089674,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph2,2025-12-03 16:27:54,2025-12-03,337,49,12,16,travels_to,1,person,5,country
635665,6,499467,29262474,3.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph2,2025-12-05 16:27:54,2025-12-05,339,49,12,16,travels_to,1,person,5,country
464459,6,499467,29780874,5.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph2,2025-12-11 16:27:54,2025-12-11,345,50,12,16,travels_to,1,person,5,country
629627,6,657173,13716556,5.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph3,2025-06-08 18:09:16,2025-06-08,159,23,6,18,travels_to,1,person,5,country
585212,6,657173,14321356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph3,2025-06-15 18:09:16,2025-06-15,166,24,6,18,travels_to,1,person,5,country
629627,6,625756,14926156,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph3,2025-06-22 18:09:16,2025-06-22,173,25,6,18,travels_to,1,person,5,country
534034,6,657173,15185356,2.0,3.0,1.0,-25.0,-111.0,-29.0,-13.0,q1_graph3,2025-06-25 18:09:16,2025-06-25,176,26,6,18,travels_to,1,person,5,country
599441,6,625756,15703756,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph3,2025-07-01 18:09:16,2025-07-01,182,27,7,18,travels_to,1,person,5,country
534034,6,625756,15876556,5.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph3,2025-07-03 18:09:16,2025-07-03,184,27,7,18,travels_to,1,person,5,country
599441,6,509607,16826956,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph3,2025-07-14 18:09:16,2025-07-14,195,29,7,18,travels_to,1,person,5,country
534034,6,509607,16999756,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph3,2025-07-16 18:09:16,2025-07-16,197,29,7,18,travels_to,1,person,5,country
599441,6,499467,17518156,3.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph3,2025-07-22 18:09:16,2025-07-22,203,30,7,18,travels_to,1,person,5,country
585212,6,509607,17518156,5.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph3,2025-07-22 18:09:16,2025-07-22,203,30,7,18,travels_to,1,person,5,country
629627,6,509607,17690956,3.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph3,2025-07-24 18:09:16,2025-07-24,205,30,7,18,travels_to,1,person,5,country
585212,6,499467,17777356,1.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph3,2025-07-25 18:09:16,2025-07-25,206,30,7,18,travels_to,1,person,5,country
534034,6,499467,17863756,2.0,1.0,2.0,-29.0,-13.0,-22.0,91.0,q1_graph3,2025-07-26 18:09:16,2025-07-26,207,30,7,18,travels_to,1,person,5,country
542965,6,509607,19073356,1.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph3,2025-08-09 18:09:16,2025-08-09,221,32,8,18,travels_to,1,person,5,country
635665,6,625756,19332556,5.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph3,2025-08-12 18:09:16,2025-08-12,224,33,8,18,travels_to,1,person,5,country
538892,6,509607,20023756,6.0,2.0,4.0,-22.0,91.0,1.0,-165.0,q1_graph3,2025-08-20 18:09:16,2025-08-20,232,34,8,18,travels_to,1,person,5,country
568093,6,625756,20110156,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph3,2025-08-21 18:09:16,2025-08-21,233,34,8,18,travels_to,1,person,5,country
568093,6,499467,20974156,1.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph3,2025-08-31 18:09:16,2025-08-31,243,35,8,18,travels_to,1,person,5,country
464459,6,625756,21233356,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,q1_graph3,2025-09-03 18:09:16,2025-09-03,246,36,9,18,travels_to,1,person,5,country
464459,6,499467,21838156,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph3,2025-09-10 18:09:16,2025-09-10,253,37,9,18,travels_to,1,person,5,country
635665,6,499467,22010956,4.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,q1_graph3,2025-09-12 18:09:16,2025-09-12,255,37,9,18,travels_to,1,person,5,country
568093,6,561157,23652556,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,q1_graph3,2025-10-01 18:09:16,2025-10-01,274,40,10,18,travels_to,1,person,5,country
635665,6,561157,23738956,6.0,2.0,0.0,-22.0,91.0,33.0,-41.0,q1_graph3,2025-10-02 18:09:16,2025-10-02,275,40,10,18,travels_to,1,person,5,country
570284,6,509607,24948556,1.0,5.0,4.0,22.0,156.0,1.0,-165.0,q1_graph3,2025-10-16 18:09:16,2025-10-16,289,42,10,18,travels_to,1,person,5,country
643925,6,625756,25466956,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph3,2025-10-22 18:09:16,2025-10-22,295,43,10,18,travels_to,1,person,5,country
649553,6,625756,25553356,1.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph3,2025-10-23 18:09:16,2025-10-23,296,43,10,18,travels_to,1,person,5,country
570284,6,625756,26503756,4.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,q1_graph3,2025-11-03 18:09:16,2025-11-03,307,45,11,18,travels_to,1,person,5,country
643925,6,509607,26762956,4.0,5.0,4.0,22.0,156.0,1.0,-165.0,q1_graph3,2025-11-06 18:09:16,2025-11-06,310,45,11,18,travels_to,1,person,5,country
649553,6,509607,26935756,2.0,5.0,4.0,22.0,156.0,1.0,-165.0,q1_graph3,2025-11-08 18:09:16,2025-11-08,312,45,11,18,travels_to,1,person,5,country
570284,6,616453,28231756,2.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph3,2025-11-23 18:09:16,2025-11-23,327,47,11,18,travels_to,1,person,5,country
649553,6,616453,28577356,6.0,0.0,5.0,33.0,-41.0,22.0,156.0,q1_graph3,2025-11-27 18:09:16,2025-11-27,331,48,11,18,travels_to,1,person,5,country
570284,6,561157,28663756,6.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph3,2025-11-28 18:09:16,2025-11-28,332,48,11,18,travels_to,1,person,5,country
643925,6,561157,28750156,5.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,q1_graph3,2025-11-29 18:09:16,2025-11-29,333,48,11,18,travels_to,1,person,5,country
598006,6,657173,29873356,1.0,5.0,1.0,22.0,156.0,-29.0,-13.0,q1_graph3,2025-12-12 18:09:16,2025-12-12,346,50,12,18,travels_to,1,person,5,country
612711,6,561157,30132556,1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph3,2025-12-15 18:09:16,2025-12-15,349,51,12,18,travels_to,1,person,5,country
598006,6,561157,30478156,3.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph3,2025-12-19 18:09:16,2025-12-19,353,51,12,18,travels_to,1,person,5,country
643411,6,561157,31514956,1.0,1.0,0.0,-29.0,-13.0,33.0,-41.0,q1_graph3,2025-12-31 18:09:16,2025-12-31,365,1,12,18,travels_to,1,person,5,country
580798,6,625756,1296000,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-01-16 00:00:00,2025-01-16,16,3,1,0,travels_to,1,person,5,country
580798,6,625756,1296000,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-01-16 00:00:00,2025-01-16,16,3,1,0,travels_to,1,person,5,country
580798,6,625756,1296000,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-01-16 00:00:00,2025-01-16,16,3,1,0,travels_to,1,person,5,country
580798,6,625756,1296000,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-01-16 00:00:00,2025-01-16,16,3,1,0,travels_to,1,person,5,country
580798,6,625756,1296000,5.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,q1_graph4,2025-01-16 00:00:00,2025-01-16,16,3,1,0,travels_to,1,person,5,country
492850,6,625756,1641600,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0,q1_graph4,2025-01-20 00:00:00,2025-01-20,20,4,1,0,travels_to,1,person,5,country
492850,6,625756,1641600,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0,q1_graph4,2025-01-20 00:00:00,2025-01-20,20,4,1,0,travels_to,1,person,5,country
492850,6,625756,1641600,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0,q1_graph4,2025-01-20 00:00:00,2025-01-20,20,4,1,0,travels_to,1,person,5,country
492850,6,625756,1641600,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0,q1_graph4,2025-01-20 00:00:00,2025-01-20,20,4,1,0,travels_to,1,person,5,country
492850,6,625756,1641600,-1.0,5.0,3.0,22.0,156.0,-25.0,-111.0,q1_graph4,2025-01-20 00:00:00,2025-01-20,20,4,1,0,travels_to,1,person,5,country
569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,q1_graph4,2025-03-22 00:00:00,2025-03-22,81,12,3,0,travels_to,1,person,5,country
569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,q1_graph4,2025-03-22 00:00:00,2025-03-22,81,12,3,0,travels_to,1,person,5,country
569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,q1_graph4,2025-03-22 00:00:00,2025-03-22,81,12,3,0,travels_to,1,person,5,country
569329,6,561157,6912000,-1.0,0.0,0.0,33.0,-41.0,33.0,-41.0,q1_graph4,2025-03-22 00:00:00,2025-03-22,81,12,3,0,travels_to,1,person,5,country
