graph,person_id,category_id,direction,amount
template,54,575030,spending,500.0
template,54,621924,spending,10000.0
template,55,527449,spending,1000.0
template,55,459381,spending,600.0
template,55,595298,spending,5000.0
template,55,466907,spending,2000.0
template,55,523927,spending,1000.0
template,55,580426,spending,700.0
template,55,595581,spending,300.0
template,55,503701,spending,8000.0
template,55,473173,spending,6000.0
template,55,575030,spending,20000.0
template,55,621924,spending,4000.0
template,56,567195,spending,2000.0
template,56,527449,spending,300.0
template,56,459381,spending,2000.0
template,56,595298,spending,5000.0
template,56,466907,spending,1000.0
template,56,589943,spending,3000.0
template,56,537281,spending,2000.0
template,56,523927,spending,7000.0
template,56,595581,spending,2000.0
template,56,616315,spending,3000.0
template,56,642329,spending,400.0
template,56,503701,spending,5000.0
template,56,571970,spending,900.0
template,56,473173,spending,3000.0
template,56,620120,spending,800.0
template,56,575030,spending,7000.0
template,56,621924,spending,4000.0
template,57,503218,spending,4000.0
template,57,630626,spending,40000.0
template,57,536346,spending,5000.0
template,57,520660,spending,20000.0
template,57,567195,spending,40000.0
template,57,527449,spending,100.0
template,57,459381,spending,1000.0
template,57,595298,spending,10000.0
template,57,606730,spending,3000.0
template,57,589943,spending,10000.0
template,57,577992,spending,20000.0
template,57,523927,spending,20000.0
template,57,580426,spending,9000.0
template,57,642329,spending,6000.0
template,57,503701,spending,10000.0
template,57,571970,spending,200.0
template,57,644226,spending,9000.0
template,57,632961,spending,2000.0
template,57,473173,spending,3000.0
template,57,621924,spending,100000.0
template,58,527449,spending,90.0
template,58,459381,spending,3.0
template,58,595298,spending,1000.0
template,58,466907,spending,60.0
template,58,589943,spending,800.0
template,58,523927,spending,200.0
template,58,642329,spending,300.0
template,58,571970,spending,6.0
template,58,632961,spending,6.0
template,58,473173,spending,200.0
template,58,620120,spending,200.0
template,58,575030,spending,1000.0
template,58,621924,spending,400.0
template,59,567195,spending,300.0
template,59,527449,spending,200.0
template,59,459381,spending,100.0
template,59,595298,spending,500.0
template,59,466907,spending,200.0
template,59,577992,spending,500.0
template,59,595581,spending,400.0
template,59,642329,spending,20.0
template,59,503701,spending,200.0
template,59,571970,spending,50.0
template,59,632961,spending,30.0
template,59,473173,spending,200.0
template,59,620120,spending,600.0
template,59,575030,spending,3000.0
template,59,621924,spending,500.0
template,60,527449,spending,50.0
template,60,459381,spending,300.0
template,60,595298,spending,600.0
template,60,466907,spending,70.0
template,60,589943,spending,200.0
template,60,537281,spending,80.0
template,60,523927,spending,700.0
template,60,580426,spending,200.0
template,60,616315,spending,600.0
template,60,642329,spending,30.0
template,60,503701,spending,300.0
template,60,571970,spending,50.0
template,60,473173,spending,80.0
template,60,575030,spending,2000.0
template,61,630626,spending,3000.0
template,61,567195,spending,100.0
template,61,527449,spending,90.0
template,61,459381,spending,300.0
template,61,595298,spending,600.0
template,61,466907,spending,200.0
template,61,589943,spending,70.0
template,61,577992,spending,300.0
template,61,537281,spending,100.0
template,61,523927,spending,900.0
template,61,595581,spending,80.0
template,61,616315,spending,600.0
template,61,642329,spending,60.0
template,61,503701,spending,900.0
template,61,632961,spending,300.0
template,61,473173,spending,300.0
template,61,620120,spending,200.0
template,61,621924,spending,1000.0
template,62,630626,spending,2000.0
template,62,567195,spending,900.0
template,62,527449,spending,200.0
template,62,459381,spending,300.0
template,62,595298,spending,300.0
template,62,466907,spending,200.0
template,62,577992,spending,600.0
template,62,537281,spending,100.0
template,62,523927,spending,100.0
template,62,580426,spending,200.0
template,62,595581,spending,300.0
template,62,503701,spending,2000.0
template,62,571970,spending,60.0
template,62,632961,spending,100.0
template,62,473173,spending,90.0
template,62,620120,spending,1000.0
template,62,575030,spending,3000.0
template,63,630626,spending,5000.0
template,63,567195,spending,10000.0
template,63,527449,spending,100.0
template,63,459381,spending,400.0
template,63,595298,spending,2000.0
template,63,466907,spending,300.0
template,63,589943,spending,1000.0
template,63,537281,spending,80.0
template,63,523927,spending,80.0
template,63,580426,spending,1000.0
template,63,595581,spending,800.0
template,63,642329,spending,700.0
template,63,503701,spending,400.0
template,63,571970,spending,20.0
template,63,473173,spending,1000.0
template,63,575030,spending,3000.0
template,63,621924,spending,20000.0
template,64,630626,spending,2000.0
template,64,536346,spending,2000.0
template,64,520660,spending,1000.0
template,64,567195,spending,4000.0
template,64,527449,spending,100.0
template,64,459381,spending,500.0
template,64,595298,spending,1000.0
template,64,466907,spending,100.0
template,64,589943,spending,4000.0
template,64,577992,spending,700.0
template,64,523927,spending,500.0
template,64,580426,spending,400.0
template,64,503701,spending,2000.0
template,64,644226,spending,1000.0
template,64,473173,spending,200.0
template,64,620120,spending,6000.0
template,64,621924,spending,1000.0
template,65,630626,spending,2000.0
template,65,536346,spending,2000.0
template,65,520660,spending,2000.0
template,65,567195,spending,2000.0
template,65,527449,spending,400.0
template,65,459381,spending,400.0
template,65,595298,spending,1000.0
template,65,466907,spending,60.0
template,65,606730,spending,600.0
template,65,589943,spending,500.0
template,65,523927,spending,700.0
template,65,580426,spending,10.0
template,65,595581,spending,1000.0
template,65,616315,spending,600.0
template,65,642329,spending,700.0
template,65,503701,spending,500.0
template,65,571970,spending,20.0
template,65,644226,spending,500.0
template,65,632961,spending,200.0
template,65,473173,spending,400.0
template,65,620120,spending,2000.0
template,65,621924,spending,1000.0
template,0,630626,spending,4000.0
template,0,536346,spending,50.0
template,0,567195,spending,2000.0
template,0,527449,spending,200.0
template,0,459381,spending,300.0
template,0,595298,spending,3000.0
template,0,466907,spending,800.0
template,0,589943,spending,800.0
template,0,577992,spending,100.0
template,0,537281,spending,30.0
template,0,580426,spending,300.0
template,0,503701,spending,400.0
template,0,571970,spending,80.0
template,0,644226,spending,1000.0
template,0,473173,spending,1000.0
template,0,620120,spending,800.0
template,0,575030,spending,2000.0
template,0,621924,spending,1000.0
q1_graph1,608827,630626,spending,21699.3
q1_graph1,608827,567195,spending,15088.4
q1_graph1,608827,527449,spending,456.71
q1_graph1,608827,459381,spending,2378.6
q1_graph1,608827,595298,spending,5362.15
q1_graph1,608827,466907,spending,1689.16
q1_graph1,608827,589943,spending,8444.03
q1_graph1,608827,537281,spending,2111.52
q1_graph1,608827,580426,spending,385.87
q1_graph1,608827,595581,spending,1006.36
q1_graph1,608827,616315,spending,6192.98
q1_graph1,608827,642329,spending,6393.29
q1_graph1,608827,503701,spending,2935.06
q1_graph1,608827,632961,spending,116.31
q1_graph1,608827,473173,spending,4951.15
q1_graph1,608827,620120,spending,19480.8
q1_graph1,608827,575030,spending,14153.4
q1_graph1,608827,621924,spending,12677.5
q1_graph1,589639,630626,spending,25079.4
q1_graph1,589639,536346,spending,9368.15
q1_graph1,589639,520660,spending,12000.0
q1_graph1,589639,567195,spending,35981.5
q1_graph1,589639,527449,spending,1570.79
q1_graph1,589639,459381,spending,1177.72
q1_graph1,589639,595298,spending,6259.14
q1_graph1,589639,466907,spending,4315.51
q1_graph1,589639,589943,spending,17326.8
q1_graph1,589639,577992,spending,59222.4
q1_graph1,589639,595581,spending,6812.65
q1_graph1,589639,616315,spending,7992.34
q1_graph1,589639,642329,spending,10936.9
q1_graph1,589639,503701,spending,11748.4
q1_graph1,589639,571970,spending,922.08
q1_graph1,589639,644226,spending,4393.27
q1_graph1,589639,473173,spending,657.25
q1_graph1,589639,620120,spending,256705.0
q1_graph1,589639,575030,spending,22255.4
q1_graph1,589639,621924,spending,20611.7
q1_graph1,530528,630626,spending,8433.51
q1_graph1,530528,536346,spending,42.39
q1_graph1,530528,520660,spending,10454.0
q1_graph1,530528,567195,spending,3256.84
q1_graph1,530528,527449,spending,626.25
q1_graph1,530528,459381,spending,709.74
q1_graph1,530528,595298,spending,323.75
q1_graph1,530528,466907,spending,803.27
q1_graph1,530528,577992,spending,5401.11
q1_graph1,530528,523927,spending,566.66
q1_graph1,530528,580426,spending,1055.24
q1_graph1,530528,616315,spending,1263.37
q1_graph1,530528,642329,spending,1860.01
q1_graph1,530528,503701,spending,1056.28
q1_graph1,530528,571970,spending,572.39
q1_graph1,530528,644226,spending,2654.76
q1_graph1,530528,632961,spending,1258.56
q1_graph1,530528,473173,spending,2025.14
q1_graph1,530528,620120,spending,3136.11
q1_graph1,635706,630626,spending,32074.0
q1_graph1,635706,567195,spending,19509.3
q1_graph1,635706,527449,spending,707.75
q1_graph1,635706,459381,spending,2812.2
q1_graph1,635706,595298,spending,1346.38
q1_graph1,635706,466907,spending,1827.44
q1_graph1,635706,589943,spending,8451.08
q1_graph1,635706,537281,spending,179.25
q1_graph1,635706,580426,spending,6537.83
q1_graph1,635706,642329,spending,7422.71
q1_graph1,635706,503701,spending,5502.61
q1_graph1,635706,571970,spending,419.71
q1_graph1,635706,473173,spending,1568.36
q1_graph1,635706,620120,spending,288399.0
q1_graph1,635706,575030,spending,12879.0
q1_graph1,490041,630626,spending,3877.78
q1_graph1,490041,536346,spending,3898.0
q1_graph1,490041,520660,spending,3164.62
q1_graph1,490041,567195,spending,3425.74
q1_graph1,490041,527449,spending,190.9
q1_graph1,490041,459381,spending,944.51
q1_graph1,490041,595298,spending,2351.23
q1_graph1,490041,589943,spending,3472.76
q1_graph1,490041,537281,spending,2016.75
q1_graph1,490041,523927,spending,5981.19
q1_graph1,490041,616315,spending,541.23
q1_graph1,490041,642329,spending,2715.88
q1_graph1,490041,503701,spending,1124.28
q1_graph1,490041,571970,spending,755.36
q1_graph1,490041,644226,spending,1088.3
q1_graph1,490041,632961,spending,1277.89
q1_graph1,490041,473173,spending,546.79
q1_graph1,490041,620120,spending,902.7
q1_graph1,490041,575030,spending,989.2
q1_graph1,490041,621924,spending,309.48
q1_graph1,554431,630626,spending,8432.04
q1_graph1,554431,567195,spending,4869.66
q1_graph1,554431,527449,spending,477.21
q1_graph1,554431,459381,spending,991.31
q1_graph1,554431,595298,spending,1022.79
q1_graph1,554431,466907,spending,1592.45
q1_graph1,554431,589943,spending,2292.69
q1_graph1,554431,537281,spending,575.81
q1_graph1,554431,523927,spending,2100.87
q1_graph1,554431,580426,spending,507.66
q1_graph1,554431,595581,spending,864.5
q1_graph1,554431,642329,spending,3608.19
q1_graph1,554431,503701,spending,11532.2
q1_graph1,554431,571970,spending,109.57
q1_graph1,554431,473173,spending,2609.97
q1_graph1,554431,575030,spending,8023.05
q1_graph1,554431,621924,spending,4588.96
q1_graph1,599956,630626,spending,15128.2
q1_graph1,599956,536346,spending,2378.96
q1_graph1,599956,520660,spending,11521.2
q1_graph1,599956,567195,spending,14199.5
q1_graph1,599956,527449,spending,1287.62
q1_graph1,599956,459381,spending,1200.8
q1_graph1,599956,595298,spending,5424.06
q1_graph1,599956,466907,spending,1734.92
q1_graph1,599956,589943,spending,4308.22
q1_graph1,599956,577992,spending,573.69
q1_graph1,599956,537281,spending,3138.12
q1_graph1,599956,523927,spending,2612.14
q1_graph1,599956,642329,spending,4236.9
q1_graph1,599956,503701,spending,5658.37
q1_graph1,599956,644226,spending,801.56
q1_graph1,599956,473173,spending,3394.47
q1_graph1,599956,620120,spending,6039.55
q1_graph1,599956,575030,spending,33836.2
q1_graph1,599956,621924,spending,4397.31
q1_graph1,566342,630626,spending,2836.39
q1_graph1,566342,527449,spending,239.28
q1_graph1,566342,459381,spending,928.67
q1_graph1,566342,595298,spending,2976.7
q1_graph1,566342,466907,spending,1503.23
q1_graph1,566342,589943,spending,1392.07
q1_graph1,566342,577992,spending,1673.49
q1_graph1,566342,537281,spending,729.47
q1_graph1,566342,523927,spending,695.41
q1_graph1,566342,616315,spending,2325.96
q1_graph1,566342,642329,spending,3830.14
q1_graph1,566342,571970,spending,409.84
q1_graph1,566342,632961,spending,730.67
q1_graph1,566342,473173,spending,350.38
q1_graph1,566342,620120,spending,201.24
q1_graph1,566342,575030,spending,4154.76
q1_graph1,566342,621924,spending,1246.31
q1_graph1,548513,630626,spending,5458.02
q1_graph1,548513,536346,spending,3302.11
q1_graph1,548513,520660,spending,7279.05
q1_graph1,548513,567195,spending,3345.4
q1_graph1,548513,527449,spending,706.38
q1_graph1,548513,459381,spending,2555.54
q1_graph1,548513,595298,spending,6392.63
q1_graph1,548513,589943,spending,1499.5
q1_graph1,548513,580426,spending,479.26
q1_graph1,548513,595581,spending,4817.44
q1_graph1,548513,571970,spending,60.39
q1_graph1,548513,644226,spending,1464.26
q1_graph1,548513,473173,spending,1129.58
q1_graph1,548513,621924,spending,989.89
q1_graph1,599057,630626,spending,11194.7
q1_graph1,599057,536346,spending,937.43
q1_graph1,599057,520660,spending,1584.35
q1_graph1,599057,567195,spending,4545.13
q1_graph1,599057,527449,spending,50.84
q1_graph1,599057,459381,spending,1671.82
q1_graph1,599057,595298,spending,151.14
q1_graph1,599057,466907,spending,607.33
q1_graph1,599057,589943,spending,2235.21
q1_graph1,599057,577992,spending,121.9
q1_graph1,599057,523927,spending,1013.67
q1_graph1,599057,595581,spending,1123.79
q1_graph1,599057,616315,spending,2716.78
q1_graph1,599057,503701,spending,7222.34
q1_graph1,599057,644226,spending,2032.53
q1_graph1,599057,632961,spending,147.47
q1_graph1,599057,473173,spending,5174.1
q1_graph1,599057,621924,spending,3217.81
q1_graph1,568093,527449,spending,423.63
q1_graph1,568093,459381,spending,1351.29
q1_graph1,568093,595298,spending,6929.54
q1_graph1,568093,466907,spending,462.8
q1_graph1,568093,589943,spending,2057.6
q1_graph1,568093,577992,spending,5152.55
q1_graph1,568093,580426,spending,276.35
q1_graph1,568093,595581,spending,3047.35
q1_graph1,568093,616315,spending,4470.49
q1_graph1,568093,503701,spending,1230.07
q1_graph1,568093,632961,spending,55.9
q1_graph1,568093,473173,spending,1626.36
q1_graph1,568093,620120,spending,2087.31
q1_graph1,568093,621924,spending,1770.99
q1_graph1,464459,567195,spending,1167.72
q1_graph1,464459,527449,spending,534.04
q1_graph1,464459,459381,spending,1702.6
q1_graph1,464459,595298,spending,2991.42
q1_graph1,464459,466907,spending,1601.52
q1_graph1,464459,577992,spending,3184.21
q1_graph1,464459,537281,spending,1845.19
q1_graph1,464459,523927,spending,1784.67
q1_graph1,464459,595581,spending,4296.71
q1_graph1,464459,616315,spending,3261.55
q1_graph1,464459,571970,spending,763.63
q1_graph1,464459,632961,spending,699.42
q1_graph1,464459,473173,spending,1690.82
q1_graph1,464459,575030,spending,6587.65
q1_graph1,464459,621924,spending,5937.72
q1_graph1,635665,640784,spending,197.19
q1_graph1,635665,567195,spending,2739.08
q1_graph1,635665,527449,spending,39.34
q1_graph1,635665,459381,spending,1448.59
q1_graph1,635665,595298,spending,4378.48
q1_graph1,635665,577992,spending,3826.62
q1_graph1,635665,537281,spending,377.01
q1_graph1,635665,580426,spending,698.17
q1_graph1,635665,642329,spending,1576.24
q1_graph1,635665,503701,spending,5382.42
q1_graph1,635665,632961,spending,896.83
q1_graph1,635665,473173,spending,4052.61
q1_graph1,635665,620120,spending,5472.26
q1_graph1,635665,575030,spending,34041.9
q1_graph1,635665,621924,spending,461.46
q1_graph1,474199,567195,spending,195.8
q1_graph1,474199,527449,spending,619.57
q1_graph1,474199,459381,spending,199.86
q1_graph1,474199,595298,spending,900.45
q1_graph1,474199,589943,spending,1383.94
q1_graph1,474199,577992,spending,134.4
q1_graph1,474199,537281,spending,101.17
q1_graph1,474199,580426,spending,739.24
q1_graph1,474199,595581,spending,314.86
q1_graph1,474199,642329,spending,229.05
q1_graph1,474199,571970,spending,134.02
q1_graph1,474199,473173,spending,826.39
q1_graph1,474199,575030,spending,3106.61
q1_graph1,475130,527449,spending,296.73
q1_graph1,475130,459381,spending,464.59
